Type,maximum_budget,maximum_budget_unit,case_study,,,,
,5883.900467,MtCO2e,TH-PH-MY_Collab,,,,
,3922.600312,MtCO2e,TH-PH-MY_Collab,,,,
,1961.300156,MtCO2e,TH-PH-MY_Collab,,,,
,0,MtCO2e,TH-PH-MY_Collab,,,,
,917.7195429,MtCO2e,TH-PH-MY_Collab,,,,
,1835.439086,MtCO2e,TH-PH-MY_Collab,,,,
,2753.158629,MtCO2e,TH-PH-MY_Collab,,,,
,3670.878171,MtCO2e,TH-PH-MY_Collab,,,,
,4588.597714,MtCO2e,TH-PH-MY_Collab,,,,
,5506.317257,MtCO2e,TH-PH-MY_Collab,,,,
,6424.0368,MtCO2e,TH-PH-MY_Collab,,,,
,5943.295018,MtCO2e,BN-TH-PH-MY_Collab,,,,
,3962.196679,MtCO2e,BN-TH-PH-MY_Collab,,,,
,1981.098339,MtCO2e,BN-TH-PH-MY_Collab,,,,
,0,MtCO2e,BN-TH-PH-MY_Collab,,,,
,936.973925,MtCO2e,BN-TH-PH-MY_Collab,,,,
,1873.94785,MtCO2e,BN-TH-PH-MY_Collab,,,,
,2810.921775,MtCO2e,BN-TH-PH-MY_Collab,,,,
,3747.8957,MtCO2e,BN-TH-PH-MY_Collab,,,,
,4684.869625,MtCO2e,BN-TH-PH-MY_Collab,,,,
,5621.84355,MtCO2e,BN-TH-PH-MY_Collab,,,,
,6558.817475,MtCO2e,BN-TH-PH-MY_Collab,,,,
