Type,maximum_budget,maximum_budget_unit,case_study
676,127.362458,MtCO2e,CL-CO-PE
677,159.203073,MtCO2e,CL-CO-PE
678,191.043688,MtCO2e,CL-CO-PE
679,222.884302,MtCO2e,CL-CO-PE
680,254.724917,MtCO2e,CL-CO-PE
681,286.565531,MtCO2e,CL-CO-PE
682,318.406146,MtCO2e,CL-CO-PE
683,0,MtCO2e,KR-LA
684,422.777643,MtCO2e,KR-LA
685,845.555285,MtCO2e,KR-LA
686,907.736194,MtCO2e,KR-LA
687,1.27E+03,MtCO2e,KR-LA
688,1.69E+03,MtCO2e,KR-LA
689,1.82E+03,MtCO2e,KR-LA
690,2.11E+03,MtCO2e,KR-LA
691,2.54E+03,MtCO2e,KR-LA
692,2.72E+03,MtCO2e,KR-LA
693,2.96E+03,MtCO2e,KR-LA
694,0,MtCO2e,KR-TH
695,574.583145,MtCO2e,KR-TH
696,1.15E+03,MtCO2e,KR-TH
697,1.70E+03,MtCO2e,KR-TH
698,1.72E+03,MtCO2e,KR-TH
699,2.30E+03,MtCO2e,KR-TH
700,2.87E+03,MtCO2e,KR-TH
701,3.40E+03,MtCO2e,KR-TH
702,3.45E+03,MtCO2e,KR-TH
703,4.02E+03,MtCO2e,KR-TH
704,4.60E+03,MtCO2e,KR-TH
705,0,MtCO2e,KR-LA-TH
706,574.583208,MtCO2e,KR-LA-TH
707,1.15E+03,MtCO2e,KR-LA-TH
708,1.70E+03,MtCO2e,KR-LA-TH
709,1.72E+03,MtCO2e,KR-LA-TH
710,2.30E+03,MtCO2e,KR-LA-TH
711,2.87E+03,MtCO2e,KR-LA-TH
712,3.40E+03,MtCO2e,KR-LA-TH
713,3.45E+03,MtCO2e,KR-LA-TH
714,4.02E+03,MtCO2e,KR-LA-TH
715,4.60E+03,MtCO2e,KR-LA-TH
716,0,MtCO2e,KR-TH-VN
717,734.560433,MtCO2e,KR-TH-VN
718,1.47E+03,MtCO2e,KR-TH-VN
719,2.20E+03,MtCO2e,KR-TH-VN
720,2.51E+03,MtCO2e,KR-TH-VN
721,2.94E+03,MtCO2e,KR-TH-VN
722,3.67E+03,MtCO2e,KR-TH-VN
723,4.41E+03,MtCO2e,KR-TH-VN
724,5.01E+03,MtCO2e,KR-TH-VN
725,5.14E+03,MtCO2e,KR-TH-VN
726,5.88E+03,MtCO2e,KR-TH-VN
727,0,MtCO2e,KR-LA-TH-VN
728,734.560496,MtCO2e,KR-LA-TH-VN
729,1.47E+03,MtCO2e,KR-LA-TH-VN
730,2.20E+03,MtCO2e,KR-LA-TH-VN
731,2.51E+03,MtCO2e,KR-LA-TH-VN
732,2.94E+03,MtCO2e,KR-LA-TH-VN
733,3.67E+03,MtCO2e,KR-LA-TH-VN
734,4.41E+03,MtCO2e,KR-LA-TH-VN
735,5.02E+03,MtCO2e,KR-LA-TH-VN
736,5.14E+03,MtCO2e,KR-LA-TH-VN
737,5.88E+03,MtCO2e,KR-LA-TH-VN
738,0,MtCO2e,CL-PE
739,24.25482,MtCO2e,CL-PE
740,48.50964,MtCO2e,CL-PE
741,72.76446,MtCO2e,CL-PE
742,97.01928,MtCO2e,CL-PE
743,121.2741,MtCO2e,CL-PE
744,145.52892,MtCO2e,CL-PE
745,169.78374,MtCO2e,CL-PE
746,194.03856,MtCO2e,CL-PE
747,211.776928,MtCO2e,CL-PE
748,218.29338,MtCO2e,CL-PE
749,0,MtCO2e,EG-ZA
750,185.39304,MtCO2e,EG-ZA
751,370.786079,MtCO2e,EG-ZA
752,556.179119,MtCO2e,EG-ZA
753,741.572158,MtCO2e,EG-ZA
754,926.965198,MtCO2e,EG-ZA
755,1.11E+03,MtCO2e,EG-ZA
756,1.30E+03,MtCO2e,EG-ZA
757,1.45E+03,MtCO2e,EG-ZA
758,1.48E+03,MtCO2e,EG-ZA
759,1.67E+03,MtCO2e,EG-ZA
760,0,MtCO2e,EG-NG-ZA
761,382.466911,MtCO2e,EG-NG-ZA
762,764.933821,MtCO2e,EG-NG-ZA
763,1.15E+03,MtCO2e,EG-NG-ZA
764,1.53E+03,MtCO2e,EG-NG-ZA
765,1.91E+03,MtCO2e,EG-NG-ZA
766,2.29E+03,MtCO2e,EG-NG-ZA
767,2.31E+03,MtCO2e,EG-NG-ZA
768,2.68E+03,MtCO2e,EG-NG-ZA
769,3.06E+03,MtCO2e,EG-NG-ZA
770,3.44E+03,MtCO2e,EG-NG-ZA
771,0,MtCO2e,KE-ZA
772,121.766775,MtCO2e,KE-ZA
773,243.533551,MtCO2e,KE-ZA
774,365.300326,MtCO2e,KE-ZA
775,487.067102,MtCO2e,KE-ZA
776,608.833877,MtCO2e,KE-ZA
777,730.600653,MtCO2e,KE-ZA
778,748.406062,MtCO2e,KE-ZA
779,852.367428,MtCO2e,KE-ZA
780,974.134204,MtCO2e,KE-ZA
781,1.10E+03,MtCO2e,KE-ZA
782,0,MtCO2e,EG-KE-ZA
783,197.210976,MtCO2e,EG-KE-ZA
784,394.421951,MtCO2e,EG-KE-ZA
785,591.632927,MtCO2e,EG-KE-ZA
786,788.843902,MtCO2e,EG-KE-ZA
787,986.054878,MtCO2e,EG-KE-ZA
788,1.18E+03,MtCO2e,EG-KE-ZA
789,1.38E+03,MtCO2e,EG-KE-ZA
790,1.49E+03,MtCO2e,EG-KE-ZA
791,1.58E+03,MtCO2e,EG-KE-ZA
792,1.77E+03,MtCO2e,EG-KE-ZA
793,0,MtCO2e,EG-KE-NG-ZA
794,394.284847,MtCO2e,EG-KE-NG-ZA
795,788.569693,MtCO2e,EG-KE-NG-ZA
796,1.18E+03,MtCO2e,EG-KE-NG-ZA
797,1.58E+03,MtCO2e,EG-KE-NG-ZA
798,1.97E+03,MtCO2e,EG-KE-NG-ZA
799,2.34E+03,MtCO2e,EG-KE-NG-ZA
800,2.37E+03,MtCO2e,EG-KE-NG-ZA
801,2.76E+03,MtCO2e,EG-KE-NG-ZA
802,3.15E+03,MtCO2e,EG-KE-NG-ZA
803,3.55E+03,MtCO2e,EG-KE-NG-ZA
804,0,MtCO2e,KE-NG-ZA
805,318.840647,MtCO2e,KE-NG-ZA
806,637.681293,MtCO2e,KE-NG-ZA
807,956.52194,MtCO2e,KE-NG-ZA
808,1.28E+03,MtCO2e,KE-NG-ZA
809,1.59E+03,MtCO2e,KE-NG-ZA
810,1.60E+03,MtCO2e,KE-NG-ZA
811,1.91E+03,MtCO2e,KE-NG-ZA
812,2.23E+03,MtCO2e,KE-NG-ZA
813,2.55E+03,MtCO2e,KE-NG-ZA
814,2.87E+03,MtCO2e,KE-NG-ZA
815,0,MtCO2e,NG-ZA
816,307.022711,MtCO2e,NG-ZA
817,614.045421,MtCO2e,NG-ZA
818,921.068132,MtCO2e,NG-ZA
819,1.23E+03,MtCO2e,NG-ZA
820,1.54E+03,MtCO2e,NG-ZA
821,1.56E+03,MtCO2e,NG-ZA
822,1.84E+03,MtCO2e,NG-ZA
823,2.15E+03,MtCO2e,NG-ZA
824,2.46E+03,MtCO2e,NG-ZA
825,2.76E+03,MtCO2e,NG-ZA
826,1200.290029,MtCO2e,BN-SG
827,1066.92447,MtCO2e,BN-SG
828,933.5589117,MtCO2e,BN-SG
829,800.1933529,MtCO2e,BN-SG
830,666.8277941,MtCO2e,BN-SG
831,533.4622352,MtCO2e,BN-SG
832,400.0966764,MtCO2e,BN-SG
833,266.7311176,MtCO2e,BN-SG
834,133.3655588,MtCO2e,BN-SG
835,0,MtCO2e,BN-SG
836,1259.621862,MtCO2e,BN-SG
837,4920.375813,MtCO2e,BN-ID-SG
838,2460.187906,MtCO2e,BN-ID-SG
839,0,MtCO2e,BN-ID-SG
840,901.0709827,MtCO2e,BN-ID-SG
841,1802.141965,MtCO2e,BN-ID-SG
842,2703.212948,MtCO2e,BN-ID-SG
843,3604.283931,MtCO2e,BN-ID-SG
844,4505.354914,MtCO2e,BN-ID-SG
845,5406.425896,MtCO2e,BN-ID-SG
846,6307.496879,MtCO2e,BN-ID-SG
847,7208.567862,MtCO2e,BN-ID-SG
848,6588.808089,MtCO2e,BN-ID-SG-TH
849,3294.404044,MtCO2e,BN-ID-SG-TH
850,0,MtCO2e,BN-ID-SG-TH
851,1148.115583,MtCO2e,BN-ID-SG-TH
852,2296.231165,MtCO2e,BN-ID-SG-TH
853,3444.346748,MtCO2e,BN-ID-SG-TH
854,4592.462331,MtCO2e,BN-ID-SG-TH
855,5740.577914,MtCO2e,BN-ID-SG-TH
856,6888.693496,MtCO2e,BN-ID-SG-TH
857,8036.809079,MtCO2e,BN-ID-SG-TH
858,9184.924662,MtCO2e,BN-ID-SG-TH
859,0,MtCO2e,BN-TH
860,221.09611,MtCO2e,BN-TH
861,442.19222,MtCO2e,BN-TH
862,663.28833,MtCO2e,BN-TH
863,813.450791,MtCO2e,BN-TH
864,884.384441,MtCO2e,BN-TH
865,1.11E+03,MtCO2e,BN-TH
866,1.33E+03,MtCO2e,BN-TH
867,1.55E+03,MtCO2e,BN-TH
868,1.63E+03,MtCO2e,BN-TH
869,1.77E+03,MtCO2e,BN-TH
870,0,MtCO2e,BN-ID
871,471.916692,MtCO2e,BN-ID
872,943.833385,MtCO2e,BN-ID
873,1.42E+03,MtCO2e,BN-ID
874,1.89E+03,MtCO2e,BN-ID
875,2.31E+03,MtCO2e,BN-ID
876,2.36E+03,MtCO2e,BN-ID
877,2.83E+03,MtCO2e,BN-ID
878,3.30E+03,MtCO2e,BN-ID
879,3.78E+03,MtCO2e,BN-ID
880,4.25E+03,MtCO2e,BN-ID
881,2902.74509,MtCO2e,BN-SG-TH
882,1935.163394,MtCO2e,BN-SG-TH
883,967.5816968,MtCO2e,BN-SG-TH
884,0,MtCO2e,BN-SG-TH
885,462.282666,MtCO2e,BN-SG-TH
886,924.565332,MtCO2e,BN-SG-TH
887,1386.847998,MtCO2e,BN-SG-TH
888,1849.130664,MtCO2e,BN-SG-TH
889,2311.41333,MtCO2e,BN-SG-TH
890,2773.695996,MtCO2e,BN-SG-TH
891,3235.978662,MtCO2e,BN-SG-TH
892,6361.673339,MtCO2e,BN-ID-TH
893,3180.836669,MtCO2e,BN-ID-TH
894,0,MtCO2e,BN-ID-TH
895,1007.50757,MtCO2e,BN-ID-TH
896,2015.01514,MtCO2e,BN-ID-TH
897,3022.522711,MtCO2e,BN-ID-TH
898,4030.030281,MtCO2e,BN-ID-TH
899,5037.537851,MtCO2e,BN-ID-TH
900,6045.045421,MtCO2e,BN-ID-TH
901,7052.552992,MtCO2e,BN-ID-TH
902,8060.060562,MtCO2e,BN-ID-TH
903,0,MtCO2e,KR-VN
904,529.907662,MtCO2e,KR-VN
905,1.06E+03,MtCO2e,KR-VN
906,1.59E+03,MtCO2e,KR-VN
907,1.71E+03,MtCO2e,KR-VN
908,2.12E+03,MtCO2e,KR-VN
909,2.65E+03,MtCO2e,KR-VN
910,3.18E+03,MtCO2e,KR-VN
911,3.43E+03,MtCO2e,KR-VN
912,3.71E+03,MtCO2e,KR-VN
913,4.24E+03,MtCO2e,KR-VN
914,0,MtCO2e,KR-LA-VN
915,529.907726,MtCO2e,KR-LA-VN
916,1.06E+03,MtCO2e,KR-LA-VN
917,1.59E+03,MtCO2e,KR-LA-VN
918,1.71E+03,MtCO2e,KR-LA-VN
919,2.12E+03,MtCO2e,KR-LA-VN
920,2.65E+03,MtCO2e,KR-LA-VN
921,3.18E+03,MtCO2e,KR-LA-VN
922,3.43E+03,MtCO2e,KR-LA-VN
923,3.71E+03,MtCO2e,KR-LA-VN
924,4.24E+03,MtCO2e,KR-LA-VN
925,0,MtCO2e,ID-KR
926,884.393313,MtCO2e,ID-KR
927,1.77E+03,MtCO2e,ID-KR
928,2.65E+03,MtCO2e,ID-KR
929,3.19E+03,MtCO2e,ID-KR
930,3.54E+03,MtCO2e,ID-KR
931,4.42E+03,MtCO2e,ID-KR
932,5.31E+03,MtCO2e,ID-KR
933,6.19E+03,MtCO2e,ID-KR
934,6.38E+03,MtCO2e,ID-KR
935,7.08E+03,MtCO2e,ID-KR
936,0,MtCO2e,KR-PH
937,496.206847,MtCO2e,KR-PH
938,992.413695,MtCO2e,KR-PH
939,1.43E+03,MtCO2e,KR-PH
940,1.49E+03,MtCO2e,KR-PH
941,1.98E+03,MtCO2e,KR-PH
942,2.48E+03,MtCO2e,KR-PH
943,2.85E+03,MtCO2e,KR-PH
944,2.98E+03,MtCO2e,KR-PH
945,3.47E+03,MtCO2e,KR-PH
946,3.97E+03,MtCO2e,KR-PH
947,0,MtCO2e,KR-MY
948,678.675211,MtCO2e,KR-MY
949,1.36E+03,MtCO2e,KR-MY
950,1.42E+03,MtCO2e,KR-MY
951,2.04E+03,MtCO2e,KR-MY
952,2.71E+03,MtCO2e,KR-MY
953,2.84E+03,MtCO2e,KR-MY
954,3.39E+03,MtCO2e,KR-MY
955,4.07E+03,MtCO2e,KR-MY
956,4.25E+03,MtCO2e,KR-MY
957,4.75E+03,MtCO2e,KR-MY
958,0,MtCO2e,ID-KR-MY
959,1.11E+03,MtCO2e,ID-KR-MY
960,2.22E+03,MtCO2e,ID-KR-MY
961,3.32E+03,MtCO2e,ID-KR-MY
962,3.70E+03,MtCO2e,ID-KR-MY
963,4.43E+03,MtCO2e,ID-KR-MY
964,5.54E+03,MtCO2e,ID-KR-MY
965,6.65E+03,MtCO2e,ID-KR-MY
966,7.41E+03,MtCO2e,ID-KR-MY
967,7.76E+03,MtCO2e,ID-KR-MY
968,8.87E+03,MtCO2e,ID-KR-MY
969,0,MtCO2e,ID-KR-PH
970,1.01E+03,MtCO2e,ID-KR-PH
971,2.02E+03,MtCO2e,ID-KR-PH
972,3.03E+03,MtCO2e,ID-KR-PH
973,3.71E+03,MtCO2e,ID-KR-PH
974,4.04E+03,MtCO2e,ID-KR-PH
975,5.05E+03,MtCO2e,ID-KR-PH
976,6.06E+03,MtCO2e,ID-KR-PH
977,7.07E+03,MtCO2e,ID-KR-PH
978,7.42E+03,MtCO2e,ID-KR-PH
979,8.09E+03,MtCO2e,ID-KR-PH
980,0,MtCO2e,KR-MY-PH
981,720.117283,MtCO2e,KR-MY-PH
982,1.44E+03,MtCO2e,KR-MY-PH
983,1.94E+03,MtCO2e,KR-MY-PH
984,2.16E+03,MtCO2e,KR-MY-PH
985,2.88E+03,MtCO2e,KR-MY-PH
986,3.60E+03,MtCO2e,KR-MY-PH
987,3.88E+03,MtCO2e,KR-MY-PH
988,4.32E+03,MtCO2e,KR-MY-PH
989,5.04E+03,MtCO2e,KR-MY-PH
990,5.76E+03,MtCO2e,KR-MY-PH
991,0,MtCO2e,ID-KR-MY-PH
992,1.23E+03,MtCO2e,ID-KR-MY-PH
993,2.47E+03,MtCO2e,ID-KR-MY-PH
994,3.70E+03,MtCO2e,ID-KR-MY-PH
995,4.22E+03,MtCO2e,ID-KR-MY-PH
996,4.94E+03,MtCO2e,ID-KR-MY-PH
997,6.17E+03,MtCO2e,ID-KR-MY-PH
998,7.41E+03,MtCO2e,ID-KR-MY-PH
999,8.45E+03,MtCO2e,ID-KR-MY-PH
1000,8.64E+03,MtCO2e,ID-KR-MY-PH
1001,9.88E+03,MtCO2e,ID-KR-MY-PH
1002,0,MtCO2e,KH-SG
1003,162.460209,MtCO2e,KH-SG
1004,324.920417,MtCO2e,KH-SG
1005,405.384283,MtCO2e,KH-SG
1006,487.380626,MtCO2e,KH-SG
1007,649.840835,MtCO2e,KH-SG
1008,810.768566,MtCO2e,KH-SG
1009,812.301044,MtCO2e,KH-SG
1010,974.761252,MtCO2e,KH-SG
1011,1.14E+03,MtCO2e,KH-SG
1012,1.22E+03,MtCO2e,KH-SG
1013,0,MtCO2e,SG-VN
1014,274.937286,MtCO2e,SG-VN
1015,549.874572,MtCO2e,SG-VN
1016,824.811857,MtCO2e,SG-VN
1017,877.534274,MtCO2e,SG-VN
1018,1.10E+03,MtCO2e,SG-VN
1019,1.37E+03,MtCO2e,SG-VN
1020,1.65E+03,MtCO2e,SG-VN
1021,1.76E+03,MtCO2e,SG-VN
1022,1.92E+03,MtCO2e,SG-VN
1023,2.20E+03,MtCO2e,SG-VN
1024,0,MtCO2e,ID-KH
1025,477.857631,MtCO2e,ID-KH
1026,955.715262,MtCO2e,ID-KH
1027,1.43E+03,MtCO2e,ID-KH
1028,1.91E+03,MtCO2e,ID-KH
1029,2.35E+03,MtCO2e,ID-KH
1030,2.39E+03,MtCO2e,ID-KH
1031,2.87E+03,MtCO2e,ID-KH
1032,3.35E+03,MtCO2e,ID-KH
1033,3.82E+03,MtCO2e,ID-KH
1034,4.30E+03,MtCO2e,ID-KH
1035,0,MtCO2e,ID-VN
1036,471.109535,MtCO2e,ID-VN
1037,942.219071,MtCO2e,ID-VN
1038,1.41E+03,MtCO2e,ID-VN
1039,1.88E+03,MtCO2e,ID-VN
1040,2.36E+03,MtCO2e,ID-VN
1041,2.83E+03,MtCO2e,ID-VN
1042,2.88E+03,MtCO2e,ID-VN
1043,3.30E+03,MtCO2e,ID-VN
1044,3.77E+03,MtCO2e,ID-VN
1045,4.24E+03,MtCO2e,ID-VN
1046,0,MtCO2e,KH-SG-VN
1047,288.966802,MtCO2e,KH-SG-VN
1048,577.933604,MtCO2e,KH-SG-VN
1049,866.900407,MtCO2e,KH-SG-VN
1050,927.331305,MtCO2e,KH-SG-VN
1051,1.16E+03,MtCO2e,KH-SG-VN
1052,1.44E+03,MtCO2e,KH-SG-VN
1053,1.73E+03,MtCO2e,KH-SG-VN
1054,1.85E+03,MtCO2e,KH-SG-VN
1055,2.02E+03,MtCO2e,KH-SG-VN
1056,2.31E+03,MtCO2e,KH-SG-VN
1057,0,MtCO2e,ID-KH-SG
1058,484.506344,MtCO2e,ID-KH-SG
1059,969.012689,MtCO2e,ID-KH-SG
1060,1.45E+03,MtCO2e,ID-KH-SG
1061,1.94E+03,MtCO2e,ID-KH-SG
1062,2.27E+03,MtCO2e,ID-KH-SG
1063,2.42E+03,MtCO2e,ID-KH-SG
1064,2.91E+03,MtCO2e,ID-KH-SG
1065,3.39E+03,MtCO2e,ID-KH-SG
1066,3.88E+03,MtCO2e,ID-KH-SG
1067,4.36E+03,MtCO2e,ID-KH-SG
1068,0,MtCO2e,ID-SG-VN
1069,593.766949,MtCO2e,ID-SG-VN
1070,1.19E+03,MtCO2e,ID-SG-VN
1071,1.78E+03,MtCO2e,ID-SG-VN
1072,2.38E+03,MtCO2e,ID-SG-VN
1073,2.97E+03,MtCO2e,ID-SG-VN
1074,2.99E+03,MtCO2e,ID-SG-VN
1075,3.56E+03,MtCO2e,ID-SG-VN
1076,4.16E+03,MtCO2e,ID-SG-VN
1077,4.75E+03,MtCO2e,ID-SG-VN
1078,5.34E+03,MtCO2e,ID-SG-VN
1079,0,MtCO2e,ID-KH-VN
1080,483.580217,MtCO2e,ID-KH-VN
1081,967.160433,MtCO2e,ID-KH-VN
1082,1.45E+03,MtCO2e,ID-KH-VN
1083,1.93E+03,MtCO2e,ID-KH-VN
1084,2.42E+03,MtCO2e,ID-KH-VN
1085,2.90E+03,MtCO2e,ID-KH-VN
1086,2.93E+03,MtCO2e,ID-KH-VN
1087,3.39E+03,MtCO2e,ID-KH-VN
1088,3.87E+03,MtCO2e,ID-KH-VN
1089,4.35E+03,MtCO2e,ID-KH-VN
1090,0,MtCO2e,ID-KH-SG-VN
1091,606.23763,MtCO2e,ID-KH-SG-VN
1092,1.21E+03,MtCO2e,ID-KH-SG-VN
1093,1.82E+03,MtCO2e,ID-KH-SG-VN
1094,2.42E+03,MtCO2e,ID-KH-SG-VN
1095,3.03E+03,MtCO2e,ID-KH-SG-VN
1096,3.04E+03,MtCO2e,ID-KH-SG-VN
1097,3.64E+03,MtCO2e,ID-KH-SG-VN
1098,4.24E+03,MtCO2e,ID-KH-SG-VN
1099,4.85E+03,MtCO2e,ID-KH-SG-VN
1100,5.46E+03,MtCO2e,ID-KH-SG-VN
1101,0,MtCO2e,ID-LA
1102,457.300447,MtCO2e,ID-LA
1103,914.600894,MtCO2e,ID-LA
1104,1.37E+03,MtCO2e,ID-LA
1105,1.83E+03,MtCO2e,ID-LA
1106,2.29E+03,MtCO2e,ID-LA
1107,2.29E+03,MtCO2e,ID-LA
1108,2.74E+03,MtCO2e,ID-LA
1109,3.20E+03,MtCO2e,ID-LA
1110,3.66E+03,MtCO2e,ID-LA
1111,4.12E+03,MtCO2e,ID-LA
1112,0,MtCO2e,BN-LA
1113,21.062202,MtCO2e,BN-LA
1114,32.886806,MtCO2e,BN-LA
1115,42.124405,MtCO2e,BN-LA
1116,63.186607,MtCO2e,BN-LA
1117,65.773611,MtCO2e,BN-LA
1118,84.24881,MtCO2e,BN-LA
1119,98.660417,MtCO2e,BN-LA
1120,105.311012,MtCO2e,BN-LA
1121,126.373214,MtCO2e,BN-LA
1122,131.547223,MtCO2e,BN-LA
1123,0,MtCO2e,BN-KH
1124,45.223126,MtCO2e,BN-KH
1125,85.364837,MtCO2e,BN-KH
1126,90.446252,MtCO2e,BN-KH
1127,135.669377,MtCO2e,BN-KH
1128,170.729675,MtCO2e,BN-KH
1129,180.892503,MtCO2e,BN-KH
1130,226.115629,MtCO2e,BN-KH
1131,256.094512,MtCO2e,BN-KH
1132,271.338755,MtCO2e,BN-KH
1133,316.56188,MtCO2e,BN-KH
1134,0,MtCO2e,ID-KH-LA
1135,477.857687,MtCO2e,ID-KH-LA
1136,955.715375,MtCO2e,ID-KH-LA
1137,1.43E+03,MtCO2e,ID-KH-LA
1138,1.91E+03,MtCO2e,ID-KH-LA
1139,2.35E+03,MtCO2e,ID-KH-LA
1140,2.39E+03,MtCO2e,ID-KH-LA
1141,2.87E+03,MtCO2e,ID-KH-LA
1142,3.35E+03,MtCO2e,ID-KH-LA
1143,3.82E+03,MtCO2e,ID-KH-LA
1144,4.30E+03,MtCO2e,ID-KH-LA
1145,0,MtCO2e,BN-ID-LA
1146,471.916749,MtCO2e,BN-ID-LA
1147,943.833497,MtCO2e,BN-ID-LA
1148,1.42E+03,MtCO2e,BN-ID-LA
1149,1.89E+03,MtCO2e,BN-ID-LA
1150,2.31E+03,MtCO2e,BN-ID-LA
1151,2.36E+03,MtCO2e,BN-ID-LA
1152,2.83E+03,MtCO2e,BN-ID-LA
1153,3.30E+03,MtCO2e,BN-ID-LA
1154,3.78E+03,MtCO2e,BN-ID-LA
1155,4.25E+03,MtCO2e,BN-ID-LA
1156,0,MtCO2e,BN-ID-KH
1157,492.473933,MtCO2e,BN-ID-KH
1158,984.947866,MtCO2e,BN-ID-KH
1159,1.48E+03,MtCO2e,BN-ID-KH
1160,1.97E+03,MtCO2e,BN-ID-KH
1161,2.37E+03,MtCO2e,BN-ID-KH
1162,2.46E+03,MtCO2e,BN-ID-KH
1163,2.95E+03,MtCO2e,BN-ID-KH
1164,3.45E+03,MtCO2e,BN-ID-KH
1165,3.94E+03,MtCO2e,BN-ID-KH
1166,4.43E+03,MtCO2e,BN-ID-KH
1167,0,MtCO2e,BN-KH-LA
1168,45.223198,MtCO2e,BN-KH-LA
1169,86.645536,MtCO2e,BN-KH-LA
1170,90.446396,MtCO2e,BN-KH-LA
1171,135.669594,MtCO2e,BN-KH-LA
1172,173.291073,MtCO2e,BN-KH-LA
1173,180.892792,MtCO2e,BN-KH-LA
1174,226.11599,MtCO2e,BN-KH-LA
1175,259.936609,MtCO2e,BN-KH-LA
1176,271.339188,MtCO2e,BN-KH-LA
1177,316.562387,MtCO2e,BN-KH-LA
1178,0,MtCO2e,BN-ID-KH-LA
1179,492.473989,MtCO2e,BN-ID-KH-LA
1180,984.947978,MtCO2e,BN-ID-KH-LA
1181,1.48E+03,MtCO2e,BN-ID-KH-LA
1182,1.97E+03,MtCO2e,BN-ID-KH-LA
1183,2.37E+03,MtCO2e,BN-ID-KH-LA
1184,2.46E+03,MtCO2e,BN-ID-KH-LA
1185,2.95E+03,MtCO2e,BN-ID-KH-LA
1186,3.45E+03,MtCO2e,BN-ID-KH-LA
1187,3.94E+03,MtCO2e,BN-ID-KH-LA
1188,4.43E+03,MtCO2e,BN-ID-KH-LA
1189,0,MtCO2e,MY-VN
1190,312.754577,MtCO2e,MY-VN
1191,625.509154,MtCO2e,MY-VN
1192,938.263731,MtCO2e,MY-VN
1193,1.24E+03,MtCO2e,MY-VN
1194,1.25E+03,MtCO2e,MY-VN
1195,1.56E+03,MtCO2e,MY-VN
1196,1.88E+03,MtCO2e,MY-VN
1197,2.19E+03,MtCO2e,MY-VN
1198,2.48E+03,MtCO2e,MY-VN
1199,2.50E+03,MtCO2e,MY-VN
1200,0,MtCO2e,LA-MY
1201,175.806944,MtCO2e,LA-MY
1202,351.613888,MtCO2e,LA-MY
1203,474.116964,MtCO2e,LA-MY
1204,527.420833,MtCO2e,LA-MY
1205,703.227777,MtCO2e,LA-MY
1206,879.034721,MtCO2e,LA-MY
1207,948.233928,MtCO2e,LA-MY
1208,1.05E+03,MtCO2e,LA-MY
1209,1.23E+03,MtCO2e,LA-MY
1210,1.41E+03,MtCO2e,LA-MY
1211,0,MtCO2e,LA-SG
1212,113.943875,MtCO2e,LA-SG
1213,227.88775,MtCO2e,LA-SG
1214,341.831624,MtCO2e,LA-SG
1215,455.775499,MtCO2e,LA-SG
1216,569.719374,MtCO2e,LA-SG
1217,683.663249,MtCO2e,LA-SG
1218,797.607124,MtCO2e,LA-SG
1219,911.550998,MtCO2e,LA-SG
1220,1.03E+03,MtCO2e,LA-SG
1221,1.10E+03,MtCO2e,LA-SG
1222,0,MtCO2e,LA-MY-VN
1223,312.75464,MtCO2e,LA-MY-VN
1224,625.50928,MtCO2e,LA-MY-VN
1225,938.263921,MtCO2e,LA-MY-VN
1226,1.24E+03,MtCO2e,LA-MY-VN
1227,1.25E+03,MtCO2e,LA-MY-VN
1228,1.56E+03,MtCO2e,LA-MY-VN
1229,1.88E+03,MtCO2e,LA-MY-VN
1230,2.19E+03,MtCO2e,LA-MY-VN
1231,2.48E+03,MtCO2e,LA-MY-VN
1232,2.50E+03,MtCO2e,LA-MY-VN
1233,0,MtCO2e,MY-SG-VN
1234,450.744167,MtCO2e,MY-SG-VN
1235,901.488334,MtCO2e,MY-SG-VN
1236,1.35E+03,MtCO2e,MY-SG-VN
1237,1.35E+03,MtCO2e,MY-SG-VN
1238,1.80E+03,MtCO2e,MY-SG-VN
1239,2.25E+03,MtCO2e,MY-SG-VN
1240,2.70E+03,MtCO2e,MY-SG-VN
1241,2.70E+03,MtCO2e,MY-SG-VN
1242,3.16E+03,MtCO2e,MY-SG-VN
1243,3.61E+03,MtCO2e,MY-SG-VN
1244,0,MtCO2e,LA-SG-VN
1245,274.937349,MtCO2e,LA-SG-VN
1246,549.874698,MtCO2e,LA-SG-VN
1247,824.812047,MtCO2e,LA-SG-VN
1248,878.814971,MtCO2e,LA-SG-VN
1249,1.10E+03,MtCO2e,LA-SG-VN
1250,1.37E+03,MtCO2e,LA-SG-VN
1251,1.65E+03,MtCO2e,LA-SG-VN
1252,1.76E+03,MtCO2e,LA-SG-VN
1253,1.92E+03,MtCO2e,LA-SG-VN
1254,2.20E+03,MtCO2e,LA-SG-VN
1255,0,MtCO2e,LA-MY-SG
1256,418.395379,MtCO2e,LA-MY-SG
1257,586.780142,MtCO2e,LA-MY-SG
1258,836.790757,MtCO2e,LA-MY-SG
1259,1.17E+03,MtCO2e,LA-MY-SG
1260,1.26E+03,MtCO2e,LA-MY-SG
1261,1.67E+03,MtCO2e,LA-MY-SG
1262,1.76E+03,MtCO2e,LA-MY-SG
1263,2.09E+03,MtCO2e,LA-MY-SG
1264,2.35E+03,MtCO2e,LA-MY-SG
1265,2.51E+03,MtCO2e,LA-MY-SG
1266,0,MtCO2e,LA-MY-SG-VN
1267,450.74423,MtCO2e,LA-MY-SG-VN
1268,901.48846,MtCO2e,LA-MY-SG-VN
